Season,Region,Country,Week,Surveillance System Type,A not subtyped,A(H1)pdm09,A(H3),B lineage not determined,B/Vic,B/Yam
2016/2017,EU/EEA,Germany,2016-W42,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2016-W43,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Germany,2016-W44,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2016-W45,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2016-W46,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2016-W47,Non-sentinel,0,0,2,0,0,1
2016/2017,EU/EEA,Germany,2016-W48,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2016-W49,Non-sentinel,0,0,4,0,0,0
2016/2017,EU/EEA,Germany,2016-W50,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2016-W51,Non-sentinel,0,0,8,0,0,0
2016/2017,EU/EEA,Germany,2016-W52,Non-sentinel,0,0,20,0,0,0
2016/2017,EU/EEA,Germany,2017-W01,Non-sentinel,0,0,3,0,0,0
2016/2017,EU/EEA,Germany,2017-W02,Non-sentinel,0,0,2,0,0,0
2016/2017,EU/EEA,Germany,2017-W03,Non-sentinel,0,0,8,0,0,0
2016/2017,EU/EEA,Germany,2017-W04,Non-sentinel,0,0,16,0,0,0
2016/2017,EU/EEA,Germany,2017-W05,Non-sentinel,0,0,7,0,0,0
2016/2017,EU/EEA,Germany,2017-W06,Non-sentinel,0,0,15,0,0,0
2016/2017,EU/EEA,Germany,2017-W07,Non-sentinel,0,1,11,0,0,1
2016/2017,EU/EEA,Germany,2017-W08,Non-sentinel,0,0,4,0,0,0
2016/2017,EU/EEA,Germany,2017-W09,Non-sentinel,0,0,2,0,0,0
2016/2017,EU/EEA,Germany,2017-W10,Non-sentinel,0,0,3,0,0,0
2016/2017,EU/EEA,Germany,2017-W11,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W12,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W13,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W14,Non-sentinel,0,2,3,0,1,2
2016/2017,EU/EEA,Germany,2017-W15,Non-sentinel,0,2,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W16,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W17,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Germany,2017-W18,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W19,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W20,Non-sentinel,0,1,2,0,0,1
2016/2017,EU/EEA,Germany,2017-W21,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W22,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W23,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W24,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W25,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W26,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W27,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W28,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W29,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W30,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W31,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W32,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W33,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W34,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W35,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W36,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W37,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2017-W38,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Greece,2016-W40,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Greece,2016-W42,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Greece,2016-W43,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Greece,2016-W44,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Greece,2016-W45,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Greece,2016-W46,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Greece,2016-W47,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Greece,2016-W48,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Greece,2016-W49,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Greece,2016-W50,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Greece,2016-W51,Non-sentinel,0,0,7,1,0,0
2016/2017,EU/EEA,Greece,2016-W52,Non-sentinel,1,0,42,0,2,0
2016/2017,EU/EEA,Greece,2017-W01,Non-sentinel,0,0,95,0,4,0
2016/2017,EU/EEA,Greece,2017-W02,Non-sentinel,0,0,128,1,2,0
2016/2017,EU/EEA,Greece,2017-W03,Non-sentinel,0,0,132,0,6,0
2016/2017,EU/EEA,Greece,2017-W04,Non-sentinel,0,0,104,0,4,0
2016/2017,EU/EEA,Greece,2017-W05,Non-sentinel,0,0,102,1,13,0
2016/2017,EU/EEA,Greece,2017-W06,Non-sentinel,0,0,59,16,0,0
2016/2017,EU/EEA,Greece,2017-W07,Non-sentinel,0,1,1,0,1,0
2016/2017,EU/EEA,Greece,2017-W08,Non-sentinel,0,0,23,32,0,0
2016/2017,EU/EEA,Greece,2017-W10,Non-sentinel,0,0,1,2,0,0
2016/2017,EU/EEA,Greece,2017-W11,Non-sentinel,0,0,0,2,0,0
2016/2017,EU/EEA,Greece,2017-W12,Non-sentinel,0,0,1,0,2,0
2016/2017,EU/EEA,Greece,2017-W13,Non-sentinel,0,0,3,0,0,0
2016/2017,EU/EEA,Greece,2017-W17,Non-sentinel,0,0,0,0,2,0
2016/2017,EU/EEA,Greece,2017-W19,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Hungary,2016-W51,Non-sentinel,1,0,4,0,0,0
2016/2017,EU/EEA,Hungary,2016-W52,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Hungary,2017-W01,Non-sentinel,0,3,10,0,0,1
2016/2017,EU/EEA,Hungary,2017-W03,Non-sentinel,2,26,56,3,0,1
2016/2017,EU/EEA,Hungary,2017-W04,Non-sentinel,8,17,51,0,0,0
2016/2017,EU/EEA,Hungary,2017-W05,Non-sentinel,6,25,58,1,2,3
2016/2017,EU/EEA,Hungary,2017-W06,Non-sentinel,4,12,44,0,0,1
2016/2017,EU/EEA,Hungary,2017-W07,Non-sentinel,10,10,11,2,0,1
2016/2017,EU/EEA,Hungary,2017-W08,Non-sentinel,4,5,7,0,0,4
2016/2017,EU/EEA,Hungary,2017-W09,Non-sentinel,14,5,7,0,1,4
2016/2017,EU/EEA,Hungary,2017-W10,Non-sentinel,4,0,4,0,0,5
2016/2017,EU/EEA,Hungary,2017-W11,Non-sentinel,0,1,2,0,0,3
2016/2017,EU/EEA,Hungary,2017-W12,Non-sentinel,0,0,0,0,0,1
2016/2017,EU/EEA,Hungary,2017-W13,Non-sentinel,0,0,2,0,0,0
2016/2017,EU/EEA,Hungary,2017-W14,Non-sentinel,3,0,0,0,0,0
2016/2017,EU/EEA,Hungary,2017-W15,Non-sentinel,0,0,2,0,0,0
2016/2017,EU/EEA,Hungary,2017-W17,Non-sentinel,0,0,0,0,0,1
2016/2017,EU/EEA,Iceland,2016-W48,Non-sentinel,0,0,2,0,0,0
2016/2017,EU/EEA,Iceland,2016-W49,Non-sentinel,0,0,3,0,0,0
2016/2017,EU/EEA,Iceland,2016-W50,Non-sentinel,0,0,7,0,0,0
2016/2017,EU/EEA,Iceland,2016-W51,Non-sentinel,0,0,17,0,0,0
2016/2017,EU/EEA,Iceland,2016-W52,Non-sentinel,0,0,23,0,0,0
2016/2017,EU/EEA,Iceland,2017-W01,Non-sentinel,0,0,21,0,0,0
2016/2017,EU/EEA,Iceland,2017-W02,Non-sentinel,0,0,25,0,0,0
2016/2017,EU/EEA,Iceland,2017-W03,Non-sentinel,0,0,41,0,0,0
2016/2017,EU/EEA,Iceland,2017-W04,Non-sentinel,0,0,40,1,0,0
2016/2017,EU/EEA,Iceland,2017-W05,Non-sentinel,0,0,47,0,0,0
2016/2017,EU/EEA,Iceland,2017-W06,Non-sentinel,0,0,42,1,0,0
2016/2017,EU/EEA,Iceland,2017-W07,Non-sentinel,0,0,35,0,0,0
2016/2017,EU/EEA,Iceland,2017-W08,Non-sentinel,0,0,46,2,0,0
2016/2017,EU/EEA,Iceland,2017-W09,Non-sentinel,1,0,31,2,0,0
2016/2017,EU/EEA,Iceland,2017-W10,Non-sentinel,0,0,32,1,0,0
2016/2017,EU/EEA,Iceland,2017-W11,Non-sentinel,0,0,27,1,0,0
2016/2017,EU/EEA,Iceland,2017-W12,Non-sentinel,0,0,28,0,0,0
2016/2017,EU/EEA,Iceland,2017-W13,Non-sentinel,0,0,35,0,0,0
2016/2017,EU/EEA,Iceland,2017-W14,Non-sentinel,0,0,36,4,0,0
2016/2017,EU/EEA,Iceland,2017-W15,Non-sentinel,0,0,13,4,0,0
2016/2017,EU/EEA,Iceland,2017-W16,Non-sentinel,0,0,6,2,0,0
2016/2017,EU/EEA,Iceland,2017-W17,Non-sentinel,0,0,20,3,0,0
2016/2017,EU/EEA,Iceland,2017-W18,Non-sentinel,0,0,7,9,0,0
2016/2017,EU/EEA,Iceland,2017-W19,Non-sentinel,0,0,1,4,0,0
2016/2017,EU/EEA,Iceland,2017-W20,Non-sentinel,0,0,2,3,0,0
2016/2017,EU/EEA,Iceland,2017-W21,Non-sentinel,0,0,0,2,0,0
2016/2017,EU/EEA,Iceland,2017-W22,Non-sentinel,0,0,2,2,0,0
2016/2017,EU/EEA,Iceland,2017-W23,Non-sentinel,0,0,0,2,0,0
2016/2017,EU/EEA,Iceland,2017-W24,Non-sentinel,0,0,1,1,0,0
2016/2017,EU/EEA,Iceland,2017-W30,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Iceland,2017-W35,Non-sentinel,0,0,0,2,0,0
2016/2017,EU/EEA,Iceland,2017-W36,Non-sentinel,0,0,1,1,0,0
2016/2017,EU/EEA,Iceland,2017-W37,Non-sentinel,0,0,5,0,0,0
2016/2017,EU/EEA,Iceland,2017-W38,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Iceland,2017-W39,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Ireland,2016-W40,Non-sentinel,1,0,0,0,0,0
2016/2017,EU/EEA,Ireland,2016-W41,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Ireland,2016-W42,Non-sentinel,0,0,3,0,0,0
2016/2017,EU/EEA,Ireland,2016-W43,Non-sentinel,0,0,2,0,0,0
2016/2017,EU/EEA,Ireland,2016-W44,Non-sentinel,0,0,2,0,0,0
2016/2017,EU/EEA,Ireland,2016-W45,Non-sentinel,0,0,6,0,0,0
2016/2017,EU/EEA,Ireland,2016-W46,Non-sentinel,1,0,5,0,0,0
2016/2017,EU/EEA,Ireland,2016-W47,Non-sentinel,1,0,3,0,0,0
2016/2017,EU/EEA,Ireland,2016-W48,Non-sentinel,2,0,26,1,0,0
2016/2017,EU/EEA,Ireland,2016-W49,Non-sentinel,1,0,60,0,0,0
2016/2017,EU/EEA,Ireland,2016-W50,Non-sentinel,5,0,92,0,0,0
2016/2017,EU/EEA,Ireland,2016-W51,Non-sentinel,7,0,113,0,0,0
2016/2017,EU/EEA,Ireland,2016-W52,Non-sentinel,10,0,163,1,0,0
2016/2017,EU/EEA,Ireland,2017-W01,Non-sentinel,9,1,260,3,0,0
2016/2017,EU/EEA,Ireland,2017-W02,Non-sentinel,10,1,166,0,0,0
2016/2017,EU/EEA,Ireland,2017-W03,Non-sentinel,4,0,118,1,0,0
2016/2017,EU/EEA,Ireland,2017-W04,Non-sentinel,1,0,61,1,0,0
2016/2017,EU/EEA,Ireland,2017-W05,Non-sentinel,0,1,42,1,0,0
2016/2017,EU/EEA,Ireland,2017-W06,Non-sentinel,0,0,38,2,0,0
2016/2017,EU/EEA,Ireland,2017-W07,Non-sentinel,0,1,45,2,0,0
2016/2017,EU/EEA,Ireland,2017-W08,Non-sentinel,0,0,37,2,0,0
2016/2017,EU/EEA,Ireland,2017-W09,Non-sentinel,0,0,15,3,0,0
2016/2017,EU/EEA,Ireland,2017-W10,Non-sentinel,0,0,14,2,0,0
2016/2017,EU/EEA,Ireland,2017-W11,Non-sentinel,0,0,7,3,0,0
2016/2017,EU/EEA,Ireland,2017-W12,Non-sentinel,0,0,9,3,0,0
2016/2017,EU/EEA,Ireland,2017-W13,Non-sentinel,0,0,4,7,0,0
2016/2017,EU/EEA,Italy,2016-W46,Non-sentinel,2,0,7,0,0,0
2016/2017,EU/EEA,Italy,2016-W47,Non-sentinel,0,1,12,2,0,0
2016/2017,EU/EEA,Italy,2016-W48,Non-sentinel,1,0,18,0,0,0
2016/2017,EU/EEA,Italy,2016-W49,Non-sentinel,2,0,32,0,0,0
2016/2017,EU/EEA,Italy,2016-W50,Non-sentinel,7,0,67,1,0,0
2016/2017,EU/EEA,Italy,2016-W51,Non-sentinel,21,4,101,0,0,0
2016/2017,EU/EEA,Italy,2016-W52,Non-sentinel,28,3,181,0,0,0
2016/2017,EU/EEA,Italy,2017-W01,Non-sentinel,48,1,171,2,0,0
2016/2017,EU/EEA,Italy,2017-W02,Non-sentinel,50,4,211,5,0,0
2016/2017,EU/EEA,Italy,2017-W03,Non-sentinel,28,3,191,3,0,0
2016/2017,EU/EEA,Italy,2017-W04,Non-sentinel,25,1,180,2,0,0
2016/2017,EU/EEA,Italy,2017-W05,Non-sentinel,34,0,153,1,0,8
2016/2017,EU/EEA,Italy,2017-W06,Non-sentinel,5,1,88,2,1,6
2016/2017,EU/EEA,Italy,2017-W07,Non-sentinel,1,2,50,1,2,10
2016/2017,EU/EEA,Italy,2017-W08,Non-sentinel,2,0,29,3,1,7
2016/2017,EU/EEA,Italy,2017-W09,Non-sentinel,5,1,6,8,0,8
2016/2017,EU/EEA,Italy,2017-W10,Non-sentinel,3,1,7,6,0,3
2016/2017,EU/EEA,Italy,2017-W11,Non-sentinel,0,0,5,5,0,2
2016/2017,EU/EEA,Italy,2017-W12,Non-sentinel,0,0,3,2,0,1
2016/2017,EU/EEA,Italy,2017-W13,Non-sentinel,0,0,1,2,0,1
2016/2017,EU/EEA,Italy,2017-W14,Non-sentinel,0,0,1,2,0,0
2016/2017,EU/EEA,Italy,2017-W15,Non-sentinel,0,0,0,2,0,0
2016/2017,EU/EEA,Italy,2017-W16,Non-sentinel,0,1,0,0,0,2
2016/2017,EU/EEA,Italy,2017-W17,Non-sentinel,0,0,0,0,0,1
2016/2017,EU/EEA,Latvia,2016-W40,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Latvia,2016-W41,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Latvia,2016-W42,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Latvia,2016-W43,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Latvia,2016-W44,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Latvia,2016-W45,Non-sentinel,0,0,2,0,0,0
2016/2017,EU/EEA,Latvia,2016-W46,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Latvia,2016-W47,Non-sentinel,0,0,4,0,0,0
2016/2017,EU/EEA,Latvia,2016-W48,Non-sentinel,3,0,0,0,0,0
2016/2017,EU/EEA,Latvia,2016-W49,Non-sentinel,7,0,5,0,0,0
2016/2017,EU/EEA,Latvia,2016-W50,Non-sentinel,1,0,18,1,0,0
2016/2017,EU/EEA,Latvia,2016-W51,Non-sentinel,6,0,31,5,0,0
2016/2017,EU/EEA,Latvia,2016-W52,Non-sentinel,75,0,0,12,0,0
2016/2017,EU/EEA,Latvia,2017-W01,Non-sentinel,74,0,0,10,0,0
2016/2017,EU/EEA,Latvia,2017-W02,Non-sentinel,81,0,38,1,3,11
2016/2017,EU/EEA,Latvia,2017-W03,Non-sentinel,149,0,10,11,1,9
2016/2017,EU/EEA,Latvia,2017-W04,Non-sentinel,185,0,50,30,0,0
2016/2017,EU/EEA,Latvia,2017-W05,Non-sentinel,242,0,0,0,11,33
2016/2017,EU/EEA,Latvia,2017-W06,Non-sentinel,164,0,67,62,0,0
2016/2017,EU/EEA,Latvia,2017-W07,Non-sentinel,165,0,67,109,0,0
2016/2017,EU/EEA,Latvia,2017-W08,Non-sentinel,178,0,0,95,11,56
2016/2017,EU/EEA,Latvia,2017-W09,Non-sentinel,118,1,39,114,1,40
2016/2017,EU/EEA,Latvia,2017-W10,Non-sentinel,97,0,0,120,0,0
2016/2017,EU/EEA,Latvia,2017-W11,Non-sentinel,65,0,0,141,0,0
2016/2017,EU/EEA,Latvia,2017-W12,Non-sentinel,28,0,0,101,0,0
2016/2017,EU/EEA,Latvia,2017-W13,Non-sentinel,19,0,0,80,0,0
2016/2017,EU/EEA,Latvia,2017-W14,Non-sentinel,6,0,0,53,0,0
2016/2017,EU/EEA,Latvia,2017-W15,Non-sentinel,2,0,0,16,3,16
2016/2017,EU/EEA,Latvia,2017-W16,Non-sentinel,2,0,0,32,0,0
2016/2017,EU/EEA,Latvia,2017-W17,Non-sentinel,0,0,0,14,0,0
2016/2017,EU/EEA,Latvia,2017-W18,Non-sentinel,1,0,0,6,0,0
2016/2017,EU/EEA,Latvia,2017-W19,Non-sentinel,0,0,0,11,0,0
2016/2017,EU/EEA,Latvia,2017-W20,Non-sentinel,1,0,0,16,0,0
2016/2017,EU/EEA,Latvia,2017-W21,Non-sentinel,0,0,0,6,0,0
2016/2017,EU/EEA,Latvia,2017-W22,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Latvia,2017-W23,Non-sentinel,0,1,0,1,0,0
2016/2017,EU/EEA,Latvia,2017-W38,Non-sentinel,0,0,0,0,1,0
2016/2017,EU/EEA,Latvia,2017-W39,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Lithuania,2016-W48,Non-sentinel,0,0,3,0,0,0
2016/2017,EU/EEA,Lithuania,2016-W49,Non-sentinel,0,0,3,0,0,0
2016/2017,EU/EEA,Lithuania,2016-W50,Non-sentinel,0,0,25,0,0,0
2016/2017,EU/EEA,Lithuania,2016-W51,Non-sentinel,2,0,45,0,0,0
2016/2017,EU/EEA,Lithuania,2016-W52,Non-sentinel,0,0,57,0,0,0
2016/2017,EU/EEA,Lithuania,2017-W01,Non-sentinel,0,0,50,0,0,0
2016/2017,EU/EEA,Lithuania,2017-W02,Non-sentinel,1,0,62,0,0,0
2016/2017,EU/EEA,Lithuania,2017-W03,Non-sentinel,2,0,86,0,7,0
2016/2017,EU/EEA,Lithuania,2017-W04,Non-sentinel,14,0,45,0,6,0
2016/2017,EU/EEA,Lithuania,2017-W05,Non-sentinel,0,0,50,0,9,0
2016/2017,EU/EEA,Lithuania,2017-W06,Non-sentinel,1,0,25,0,11,0
2016/2017,EU/EEA,Lithuania,2017-W08,Non-sentinel,0,0,2,0,0,0
2016/2017,EU/EEA,Lithuania,2017-W09,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Lithuania,2017-W10,Non-sentinel,1,0,0,0,0,0
2016/2017,EU/EEA,Lithuania,2017-W11,Non-sentinel,0,0,0,0,0,2
2016/2017,EU/EEA,Lithuania,2017-W13,Non-sentinel,0,0,0,0,0,1
2016/2017,EU/EEA,Lithuania,2017-W14,Non-sentinel,0,0,0,0,0,1
2016/2017,EU/EEA,Lithuania,2017-W15,Non-sentinel,0,0,0,0,0,2
2016/2017,EU/EEA,Lithuania,2017-W17,Non-sentinel,0,0,0,0,0,1
2016/2017,EU/EEA,Lithuania,2017-W20,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Lithuania,2017-W21,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Luxembourg,2016-W46,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Luxembourg,2016-W47,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Luxembourg,2016-W49,Non-sentinel,1,0,0,0,0,0
2016/2017,EU/EEA,Luxembourg,2016-W51,Non-sentinel,1,0,2,0,0,0
2016/2017,EU/EEA,Luxembourg,2016-W52,Non-sentinel,1,0,4,0,0,0
2016/2017,EU/EEA,Luxembourg,2017-W01,Non-sentinel,1,0,2,0,0,0
2016/2017,EU/EEA,Luxembourg,2017-W02,Non-sentinel,0,0,2,0,0,0
2016/2017,EU/EEA,Luxembourg,2017-W03,Non-sentinel,0,0,8,0,0,0
2016/2017,EU/EEA,Luxembourg,2017-W04,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Luxembourg,2017-W05,Non-sentinel,0,0,4,0,0,0
2016/2017,EU/EEA,Luxembourg,2017-W06,Non-sentinel,0,1,1,0,0,0
2016/2017,EU/EEA,Luxembourg,2017-W07,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Luxembourg,2017-W08,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Luxembourg,2017-W09,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Malta,2016-W41,Non-sentinel,0,0,2,0,0,0
2016/2017,EU/EEA,Malta,2016-W42,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Malta,2016-W44,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Malta,2016-W46,Non-sentinel,0,0,2,0,0,0
2016/2017,EU/EEA,Malta,2016-W47,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Malta,2016-W48,Non-sentinel,0,0,4,1,0,0
2016/2017,EU/EEA,Malta,2016-W49,Non-sentinel,0,0,3,0,0,0
2016/2017,EU/EEA,Malta,2016-W50,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Malta,2016-W51,Non-sentinel,0,0,17,0,0,0
2016/2017,EU/EEA,Malta,2016-W52,Non-sentinel,0,0,38,0,0,0
2016/2017,EU/EEA,Malta,2017-W01,Non-sentinel,0,0,40,0,0,1
2016/2017,EU/EEA,Malta,2017-W02,Non-sentinel,0,0,35,0,0,0
2016/2017,EU/EEA,Malta,2017-W03,Non-sentinel,0,0,66,0,0,0
2016/2017,EU/EEA,Malta,2017-W04,Non-sentinel,0,0,52,0,0,0
2016/2017,EU/EEA,Malta,2017-W05,Non-sentinel,0,0,33,0,0,0
2016/2017,EU/EEA,Malta,2017-W07,Non-sentinel,0,0,18,0,0,0
2016/2017,EU/EEA,Malta,2017-W08,Non-sentinel,0,0,9,0,0,0
2016/2017,EU/EEA,Malta,2017-W09,Non-sentinel,0,0,10,0,0,0
2016/2017,EU/EEA,Malta,2017-W10,Non-sentinel,0,0,3,0,0,0
2016/2017,EU/EEA,Malta,2017-W11,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Malta,2017-W12,Non-sentinel,0,0,2,0,0,0
2016/2017,EU/EEA,Malta,2017-W13,Non-sentinel,0,0,1,1,0,0
2016/2017,EU/EEA,Malta,2017-W17,Non-sentinel,0,0,1,1,0,0
2016/2017,EU/EEA,Malta,2017-W18,Non-sentinel,0,0,0,2,0,0
2016/2017,EU/EEA,Malta,2017-W19,Non-sentinel,0,2,0,2,0,0
2016/2017,EU/EEA,Malta,2017-W20,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Malta,2017-W21,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Malta,2017-W22,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Malta,2017-W25,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Malta,2017-W26,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Malta,2017-W27,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Malta,2017-W30,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Malta,2017-W31,Non-sentinel,0,0,7,3,0,0
2016/2017,EU/EEA,Malta,2017-W33,Non-sentinel,0,0,3,1,0,0
2016/2017,EU/EEA,Malta,2017-W34,Non-sentinel,0,0,2,2,0,0
2016/2017,EU/EEA,Malta,2017-W35,Non-sentinel,0,0,3,3,0,0
2016/2017,EU/EEA,Malta,2017-W36,Non-sentinel,0,0,4,2,0,0
2016/2017,EU/EEA,Malta,2017-W37,Non-sentinel,0,0,3,0,0,0
2016/2017,EU/EEA,Malta,2017-W38,Non-sentinel,0,0,3,1,0,0
2016/2017,EU/EEA,Malta,2017-W39,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Netherlands,2016-W40,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Netherlands,2016-W41,Non-sentinel,0,0,3,1,0,0
2016/2017,EU/EEA,Netherlands,2016-W42,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Netherlands,2016-W43,Non-sentinel,0,0,1,0,1,0
2016/2017,EU/EEA,Netherlands,2016-W44,Non-sentinel,0,0,4,0,0,0
2016/2017,EU/EEA,Netherlands,2016-W45,Non-sentinel,1,0,3,1,0,0
2016/2017,EU/EEA,Netherlands,2016-W46,Non-sentinel,0,1,24,1,0,1
2016/2017,EU/EEA,Netherlands,2016-W47,Non-sentinel,0,0,10,2,0,0
2016/2017,EU/EEA,Netherlands,2016-W48,Non-sentinel,0,0,16,1,0,0
2016/2017,EU/EEA,Netherlands,2016-W49,Non-sentinel,5,0,42,1,0,2
2016/2017,EU/EEA,Netherlands,2016-W50,Non-sentinel,1,1,58,0,0,0
2016/2017,EU/EEA,Netherlands,2016-W51,Non-sentinel,2,1,128,0,0,2
2016/2017,EU/EEA,Netherlands,2016-W52,Non-sentinel,8,1,191,2,0,0
2016/2017,EU/EEA,Netherlands,2017-W01,Non-sentinel,11,1,350,1,1,2
2016/2017,EU/EEA,Netherlands,2017-W02,Non-sentinel,11,0,315,0,0,2
2016/2017,EU/EEA,Netherlands,2017-W03,Non-sentinel,10,0,286,3,0,1
2016/2017,EU/EEA,Netherlands,2017-W04,Non-sentinel,8,0,355,1,1,5
2016/2017,EU/EEA,Netherlands,2017-W05,Non-sentinel,20,0,399,1,0,6
2016/2017,EU/EEA,Netherlands,2017-W06,Non-sentinel,41,0,299,0,1,5
2016/2017,EU/EEA,Netherlands,2017-W07,Non-sentinel,185,0,93,1,0,5
2016/2017,EU/EEA,Netherlands,2017-W08,Non-sentinel,153,0,34,1,2,3
2016/2017,EU/EEA,Netherlands,2017-W09,Non-sentinel,82,1,29,1,0,6
2016/2017,EU/EEA,Netherlands,2017-W10,Non-sentinel,50,0,27,0,0,2
2016/2017,EU/EEA,Netherlands,2017-W11,Non-sentinel,20,0,10,1,1,3
2016/2017,EU/EEA,Netherlands,2017-W12,Non-sentinel,12,0,7,2,0,4
2016/2017,EU/EEA,Netherlands,2017-W13,Non-sentinel,4,0,7,1,1,6
2016/2017,EU/EEA,Netherlands,2017-W14,Non-sentinel,5,0,1,1,0,1
2016/2017,EU/EEA,Netherlands,2017-W15,Non-sentinel,3,1,2,2,0,0
