Season,Region,Country,Week,Surveillance System Type,A not subtyped,A(H1)pdm09,A(H3),B lineage not determined,B/Vic,B/Yam
2020/2021,WHO Europe,France,2021-W13,Non-sentinel,1,0,0,1,0,0
2020/2021,WHO Europe,France,2021-W14,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,France,2021-W15,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,France,2021-W16,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,France,2021-W17,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,France,2021-W18,Non-sentinel,1,0,0,0,0,0
2020/2021,WHO Europe,France,2021-W19,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2020-W40,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2020-W41,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2020-W42,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2020-W43,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2020-W44,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2020-W45,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2020-W46,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2020-W47,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2020-W48,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2020-W49,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2020-W50,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2020-W51,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2020-W52,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2020-W53,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W01,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W02,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W03,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W04,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W05,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W06,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W07,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W08,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W09,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W10,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W11,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W12,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W13,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W14,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W15,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W16,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W17,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W18,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Georgia,2021-W19,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2020-W40,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2020-W41,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2020-W42,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2020-W43,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2020-W44,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2020-W45,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2020-W46,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2020-W47,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2020-W48,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2020-W49,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2020-W50,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2020-W51,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2020-W52,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2020-W53,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W01,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W02,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W03,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W04,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W05,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W06,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W07,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W08,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W09,Non-sentinel,0,0,0,0,1,0
2020/2021,WHO Europe,Germany,2021-W10,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W11,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W12,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W13,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W14,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W15,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W16,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W17,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W18,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Germany,2021-W19,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2020-W40,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2020-W41,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2020-W42,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2020-W43,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2020-W44,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2020-W45,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2020-W46,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2020-W47,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2020-W48,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2020-W49,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2020-W50,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2020-W51,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2020-W52,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2020-W53,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W01,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W02,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W03,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W04,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W05,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W06,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W07,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W08,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W09,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W10,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W11,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W12,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W13,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W14,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W15,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W16,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W17,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W18,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Greece,2021-W19,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2020-W40,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2020-W41,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2020-W42,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2020-W43,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2020-W44,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2020-W45,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2020-W46,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2020-W47,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2020-W48,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2020-W49,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2020-W50,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2020-W51,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2020-W52,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2020-W53,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W01,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W02,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W03,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W04,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W05,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W06,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W07,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W08,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W09,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W10,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W11,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W12,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W13,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W14,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W15,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W16,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W17,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W18,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Hungary,2021-W19,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2020-W40,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2020-W41,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2020-W42,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2020-W43,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2020-W44,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2020-W45,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2020-W46,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2020-W47,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2020-W48,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2020-W49,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2020-W50,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2020-W51,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2020-W52,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2020-W53,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W01,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W02,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W03,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W04,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W05,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W06,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W07,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W08,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W09,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W10,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W11,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W12,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W13,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W14,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W15,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W16,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W17,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W18,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Iceland,2021-W19,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2020-W40,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2020-W41,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2020-W42,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2020-W43,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2020-W44,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2020-W45,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2020-W46,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2020-W47,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2020-W48,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2020-W49,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2020-W50,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2020-W51,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2020-W52,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2020-W53,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W01,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W02,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W03,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W04,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W05,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W06,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W07,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W08,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W09,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W10,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W11,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W12,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W13,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W14,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W15,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W16,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W17,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W18,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Ireland,2021-W19,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2020-W40,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2020-W41,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2020-W42,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2020-W43,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2020-W44,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2020-W45,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2020-W46,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2020-W47,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2020-W48,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2020-W49,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2020-W50,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2020-W51,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2020-W52,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2020-W53,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W01,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W02,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W03,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W04,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W05,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W06,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W07,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W08,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W09,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W10,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W11,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W12,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W13,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W14,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W15,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W16,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W17,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W18,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Israel,2021-W19,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2020-W42,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2020-W43,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2020-W44,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2020-W45,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2020-W46,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2020-W47,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2020-W48,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2020-W49,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2020-W50,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2020-W51,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2020-W52,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2020-W53,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2021-W01,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2021-W02,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2021-W03,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2021-W04,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2021-W05,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2021-W06,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2021-W07,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2021-W08,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2021-W09,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2021-W10,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2021-W11,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2021-W12,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2021-W13,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2021-W14,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2021-W15,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Italy,2021-W16,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2020-W40,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2020-W41,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2020-W42,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2020-W43,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2020-W44,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2020-W45,Non-sentinel,0,0,0,1,0,0
2020/2021,WHO Europe,Kazakhstan,2020-W46,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2020-W47,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2020-W48,Non-sentinel,0,0,0,3,0,0
2020/2021,WHO Europe,Kazakhstan,2020-W49,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2020-W50,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2020-W51,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2020-W52,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2020-W53,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W01,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W02,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W03,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W04,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W05,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W06,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W07,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W08,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W09,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W10,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W11,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W12,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W13,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W14,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W15,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W16,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W17,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W18,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kazakhstan,2021-W19,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2020-W40,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2020-W41,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2020-W42,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2020-W43,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2020-W44,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2020-W45,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2020-W46,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2020-W47,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2020-W48,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2020-W49,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2020-W50,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2020-W51,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2020-W52,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2020-W53,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2021-W01,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2021-W02,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2021-W03,Non-sentinel,0,0,0,0,0,0
2020/2021,WHO Europe,Kosovo*,2021-W04,Non-sentinel,0,0,0,0,0,0
